bhsa_node	g_cons	macula_nodes	mt_cons_1	mt_cons_2	mt_cons_3	mt_cons_4
141949	JHWH	159806	JHWH			
141950	C>LTJW	159807|159808	C>LTJ	W		
141951	W	159809	W			
141952	J<L	159810	J<L			
141953	H	159811	H			
141954	>JC	159812	>JC			
141955	>LQNH	159813	>LQNH			
141956	W	159814	W			
141957	KL	159815	KL			
141958	BJTW	159816|159817	BJT	W		
141959	L	159818	L			
141960	ZBX	159819	ZBX			
141961	L	159820	L			
141962	JHWH	159821	JHWH			
141963	>T	159822	>T			
141964	ZBX	159823	ZBX			
141965	H	159824	H			
141966	JMJM	159825	JMJM			
141967	W	159826	W			
141968	>T	159827	>T			
141969	NDRW	159828|159829	NDR	W		
141970	W	159830	W			
141971	XNH	159831	XNH			
141972	L>	159832	L>			
141973	<LTH	159833	<LTH			
141974	KJ	159834	KJ			
141975	>MRH	159835	>MRH			
141976	L	159836	L			
141977	>JCH	159837|159838	>JC	H		
141978	<D	159839	<D			
141979	JGML	159840	JGML			
141980	H	159841	H			
141981	N<R	159842	N<R			
141982	W	159843	W			
141983	HB>TJW	159844|159845	HB>TJ	W		
141984	W	159846	W			
141985	NR>H	159847	NR>H			
141986	>T	159848	>T			
141987	PNJ	159849	PNJ			
141988	JHWH	159850	JHWH			
141989	W	159851	W			
141990	JCB	159852	JCB			
141991	CM	159853	CM			
141992	<D	159854	<D			
141993	<WLM	159855	<WLM			
141994	W	159856	W			
141995	J>MR	159857	J>MR			
141996	LH	159858|159859	L	H		
141997	>LQNH	159860	>LQNH			
141998	>JCH	159861|159862	>JC	H		
141999	<FJ	159863	<FJ			
142000	H	159864	H			
142001	VWB	159865	VWB			
142002	B	159866	B			
142003	<JNJK	159867|159868	<JNJ	K		
142004	CBJ	159869	CBJ			
142005	<D	159870	<D			
142006	GMLK	159871|159872	GML	K		
142007	>TW	159873|159874	>T	W		
142008	>K	159875	>K			
142009	JQM	159876	JQM			
142010	JHWH	159877	JHWH			
142011	>T	159878	>T			
142012	DBRW	159879|159880	DBR	W		
142013	W	159881	W			
142014	TCB	159882	TCB			
142015	H	159883	H			
142016	>CH	159884	>CH			
142017	W	159885	W			
142018	TJNQ	159886	TJNQ			
142019	>T	159887	>T			
142020	BNH	159888|159889	BN	H		
142021	<D	159890	<D			
142022	GMLH	159891|159892	GML	H		
142023	>TW	159893|159894	>T	W		
142024	W	159895	W			
142025	T<LHW	159896|159897	T<L	HW		
142026	<MH	159898|159899	<M	H		
142027	K	159900	K			
142028	>CR	159901	>CR			
142029	GMLTW	159902|159903	GMLT	W		
142030	B	159904	B			
142031	PRJM	159905	PRJM			
142032	CLCH	159906	CLCH			
142033	W	159907	W			
142034	>JPH	159908	>JPH			
142035	>XT	159909	>XT			
142036	QMX	159910	QMX			
142037	W	159911	W			
142038	NBL	159912	NBL			
142039	JJN	159913	JJN			
142040	W	159914	W			
142041	TB>HW	159915|159916	TB>	HW		
142042	BJT	159917	BJT			
142043	JHWH	159918	JHWH			
142044	CLW	159919	CLW			
142045	W	159920	W			
142046	H	159921	H			
142047	N<R	159922	N<R			
142048	N<R	159923	N<R			
142049	W	159924	W			
142050	JCXVW	159925	JCXVW			
142051	>T	159926	>T			
142052	H	159927	H			
142053	PR	159928	PR			
142054	W	159929	W			
142055	JBJ>W	159930	JBJ>W			
142056	>T	159931	>T			
142057	H	159932	H			
142058	N<R	159933	N<R			
142059	>L	159934	>L			
142060	<LJ	159935	<LJ			
142061	W	159936	W			
142062	T>MR	159937	T>MR			
142063	BJ	159938	BJ			
142064	>DNJ	159939|159940	>DN	J		
142065	XJ	159941	XJ			
142066	NPCK	159942|159943	NPC	K		
142067	>DNJ	159944|159945	>DN	J		
142068	>NJ	159946	>NJ			
142069	H	159947	H			
142070	>CH	159948	>CH			
142071	H	159949	H			
142072	NYBT	159950	NYBT			
142073	<MKH	159951|159952	<M	KH		
142074	B	159953	B			
142075	ZH	159954	ZH			
142076	L	159955	L			
142077	HTPLL	159956	HTPLL			
142078	>L	159957	>L			
142079	JHWH	159958	JHWH			
142080	>L	159959	>L			
142081	H	159960	H			
142082	N<R	159961	N<R			
142083	H	159962	H			
142084	ZH	159963	ZH			
142085	HTPLLTJ	159964	HTPLLTJ			
142086	W	159965	W			
142087	JTN	159966	JTN			
142088	JHWH	159967	JHWH			
142089	LJ	159968|159969	L	J		
142090	>T	159970	>T			
142091	C>LTJ	159971|159972	C>LT	J		
142092	>CR	159973	>CR			
142093	C>LTJ	159974	C>LTJ			
142094	M	159975	M			
142095	<MW	159976|159977	<M	W		
142096	W	159978	W			
142097	GM	159979	GM			
142098	>NKJ	159980	>NKJ			
142099	HC>LTHW	159981|159982	HC>LT	HW		
142100	L	159983	L			
142101	JHWH	159984	JHWH			
142102	KL	159985	KL			
142103	H	159986	H			
142104	JMJM	159987	JMJM			
142105	>CR	159988	>CR			
142106	HJH	159989	HJH			
142107	HW>	159990	HW>			
142108	C>WL	159991	C>WL			
142109	L	159992	L			
142110	JHWH	159993	JHWH			
142111	W	159994	W			
142112	JCTXW	159995	JCTXW			
142113	CM	159996	CM			
142114	L	159997	L			
142115	JHWH	159998	JHWH			
142116	W	159999	W			
142117	TTPLL	160000	TTPLL			
142118	XNH	160001	XNH			
142119	W	160002	W			
142120	T>MR	160003	T>MR			
142121	<LY	160004	<LY			
142122	LBJ	160005|160006	LB	J		
142123	B	160007	B			
142124	JHWH	160008	JHWH			
142125	RMH	160009	RMH			
142126	QRNJ	160010|160011	QRN	J		
142127	B	160012	B			
142128	JHWH	160013	JHWH			
142129	RXB	160014	RXB			
142130	PJ	160015|160016	P	J		
142131	<L	160017	<L			
142132	>WJBJ	160018|160019	>WJB	J		
142133	KJ	160020	KJ			
142134	FMXTJ	160021	FMXTJ			
142135	B	160022	B			
142136	JCW<TK	160023|160024	JCW<T	K		
142137	>JN	160025	>JN			
142138	QDWC	160026	QDWC			
142139	K	160027	K			
142140	JHWH	160028	JHWH			
142141	KJ	160029	KJ			
142142	>JN	160030	>JN			
142143	BLTK	160031|160032	BLT	K		
142144	W	160033	W			
142145	>JN	160034	>JN			
142146	YWR	160035	YWR			
142147	K	160036	K			
142148	>LHJNW	160037|160038	>LHJ	NW		
142149	>L	160039	>L			
142150	TRBW	160040	TRBW			
142151	TDBRW	160041	TDBRW			
142152	GBHH	160042	GBHH			
142153	GBHH	160043	GBHH			
142154	JY>	160044	JY>			
142155	<TQ	160045	<TQ			
142156	M	160046	M			
142157	PJKM	160047|160048	PJ	KM		
142158	KJ	160049	KJ			
142159	>L	160050	>L			
142160	D<WT	160051	D<WT			
142161	JHWH	160052	JHWH			
142162	W	160053	W			
142163	L>	160054|160055	L	W		
142164	NTKNW	160056	NTKNW			
142165	<LLWT	160057	<LLWT			
142166	QCT	160058	QCT			
142167	GBRJM	160059	GBRJM			
142168	XTJM	160060	XTJM			
142169	W	160061	W			
142170	NKCLJM	160062	NKCLJM			
142171	>ZRW	160063	>ZRW			
142172	XJL	160064	XJL			
142173	FB<JM	160065	FB<JM			
142174	B	160066	B			
142176	LXM	160068	LXM			
142177	NFKRW	160069	NFKRW			
142178	W	160070	W			
142179	R<BJM	160071	R<BJM			
142180	XDLW	160072	XDLW			
142181	<D	160073	<D			
142182	<QRH	160074	<QRH			
142183	JLDH	160075	JLDH			
142184	CB<H	160076	CB<H			
142185	W	160077	W			
142186	RBT	160078	RBT			
142187	BNJM	160079	BNJM			
142188	>MLLH	160080	>MLLH			
142189	JHWH	160081	JHWH			
142190	MMJT	160082	MMJT			
142191	W	160083	W			
142192	MXJH	160084	MXJH			
142193	MWRJD	160085	MWRJD			
142194	C>WL	160086	C>WL			
142195	W	160087	W			
142196	J<L	160088	J<L			
142197	JHWH	160089	JHWH			
142198	MWRJC	160090	MWRJC			
142199	W	160091	W			
142200	M<CJR	160092	M<CJR			
142201	MCPJL	160093	MCPJL			
142202	>P	160094	>P			
142203	MRWMM	160095	MRWMM			
142204	MQJM	160096	MQJM			
142205	M	160097	M			
142206	<PR	160098	<PR			
142207	DL	160099	DL			
142208	M	160100	M			
142209	>CPT	160101	>CPT			
142210	JRJM	160102	JRJM			
142211	>BJWN	160103	>BJWN			
142212	L	160104	L			
142213	HWCJB	160105	HWCJB			
142214	<M	160106	<M			
142215	NDJBJM	160107	NDJBJM			
142216	W	160108	W			
142217	KS>	160109	KS>			
142218	KBWD	160110	KBWD			
142219	JNXLM	160111|160112	JNXL	M		
142220	KJ	160113	KJ			
142221	L	160114	L			
142222	JHWH	160115	JHWH			
142223	MYQJ	160116	MYQJ			
142224	>RY	160117	>RY			
142225	W	160118	W			
142226	JCT	160119	JCT			
142227	<LJHM	160120|160121	<LJ	HM		
142228	TBL	160122	TBL			
142229	RGLJ	160123	RGLJ			
142230	XSJDW	160124|160125	XSJDJ	W		
142231	JCMR	160126	JCMR			
142232	W	160127	W			
142233	RC<JM	160128	RC<JM			
142234	B	160129	B			
142236	XCK	160131	XCK			
142237	JDMW	160132	JDMW			
142238	KJ	160133	KJ			
142239	L>	160134	L>			
142240	B	160135	B			
142241	KX	160136	KX			
142242	JGBR	160137	JGBR			
142243	>JC	160138	>JC			
142244	JHWH	160139	JHWH			
142245	JXTW	160140	JXTW			
142246	MRJBW	160141|160142	MRJBJ	W		
142247	<LW	160143|160144	<LJ	W		
142248	B	160145	B			
142250	CMJM	160147	CMJM			
142251	JR<M	160148	JR<M			
142252	JHWH	160149	JHWH			
142253	JDJN	160150	JDJN			
142254	>PSJ	160151	>PSJ			
142255	>RY	160152	>RY			
142256	W	160153	W			
142257	JTN	160154	JTN			
142258	<Z	160155	<Z			
142259	L	160156	L			
142260	MLKW	160157|160158	MLK	W		
142261	W	160159	W			
142262	JRM	160160	JRM			
142263	QRN	160161	QRN			
142264	MCJXW	160162|160163	MCJX	W		
142265	W	160164	W			
142266	JLK	160165	JLK			
142267	>LQNH	160166	>LQNH			
142268	H	160167	H			
142269	RMTH	160168|160169	RMT	H		
142270	<L	160170	<L			
142271	BJTW	160171|160172	BJT	W		
142272	W	160173	W			
142273	H	160174	H			
142274	N<R	160175	N<R			
142275	HJH	160176	HJH			
142276	MCRT	160177	MCRT			
142277	>T	160178	>T			
142278	JHWH	160179	JHWH			
142279	>T	160180	>T			
142280	PNJ	160181	PNJ			
142281	<LJ	160182	<LJ			
142282	H	160183	H			
142283	KHN	160184	KHN			
142284	W	160185	W			
142285	BNJ	160186	BNJ			
142286	<LJ	160187	<LJ			
142287	BNJ	160188	BNJ			
142288	BLJ<L	160189	BLJ<L			
142289	L>	160190	L>			
142290	JD<W	160191	JD<W			
142291	>T	160192	>T			
142292	JHWH	160193	JHWH			
142293	W	160194	W			
142294	MCPV	160195	MCPV			
142295	H	160196	H			
142296	KHNJM	160197	KHNJM			
142297	>T	160198	>T			
142298	H	160199	H			
142299	<M	160200	<M			
142300	KL	160201	KL			
142301	>JC	160202	>JC			
142302	ZBX	160203	ZBX			
142303	ZBX	160204	ZBX			
142304	W	160205	W			
142305	B>	160206	B>			
142306	N<R	160207	N<R			
142307	H	160208	H			
142308	KHN	160209	KHN			
142309	K	160210	K			
142310	BCL	160211	BCL			
142311	H	160212	H			
142312	BFR	160213	BFR			
142313	W	160214	W			
142314	H	160215	H			
142315	MZLG	160216	MZLG			
142316	CLC	160217	CLC			
142317	H	160218	H			
142318	CNJM	160219	CNJM			
142319	B	160220	B			
142320	JDW	160221|160222	JD	W		
142321	W	160223	W			
142322	HKH	160224	HKH			
142323	B	160225	B			
142325	KJWR	160227	KJWR			
142326	>W	160228	>W			
142327	B	160229	B			
142329	DWD	160231	DWD			
142330	>W	160232	>W			
142331	B	160233	B			
142333	QLXT	160235	QLXT			
142334	>W	160236	>W			
142335	B	160237	B			
142337	PRWR	160239	PRWR			
142338	KL	160240	KL			
142339	>CR	160241	>CR			
142340	J<LH	160242	J<LH			
142341	H	160243	H			
142342	MZLG	160244	MZLG			
142343	JQX	160245	JQX			
142344	H	160246	H			
142345	KHN	160247	KHN			
142346	BW	160248|160249	B	W		
142347	KKH	160250	KKH			
142348	J<FW	160251	J<FW			
142349	L	160252	L			
142350	KL	160253	KL			
142351	JFR>L	160254	JFR>L			
142352	H	160255	H			
142353	B>JM	160256	B>JM			
142354	CM	160257	CM			
142355	B	160258	B			
142356	CLH	160259	CLH			
142357	GM	160260	GM			
142358	B	160261	B			
142359	VRM	160262	VRM			
142360	JQVRWN	160263|160264	JQVRW	N		
142361	>T	160265	>T			
142362	H	160266	H			
142363	XLB	160267	XLB			
142364	W	160268	W			
142365	B>	160269	B>			
142366	N<R	160270	N<R			
142367	H	160271	H			
142368	KHN	160272	KHN			
142369	W	160273	W			
142370	>MR	160274	>MR			
142371	L	160275	L			
142373	>JC	160277	>JC			
142374	H	160278	H			
142375	ZBX	160279	ZBX			
142376	TNH	160280|160281	TN	H		
142377	BFR	160282	BFR			
142378	L	160283	L			
142379	YLWT	160284	YLWT			
142380	L	160285	L			
142382	KHN	160287	KHN			
142383	W	160288	W			
142384	L>	160289	L>			
142385	JQX	160290	JQX			
142386	MMK	160291|160292	MM	K		
142387	BFR	160293	BFR			
142388	MBCL	160294	MBCL			
142389	KJ	160295	KJ			
142390	>M	160296	>M			
142391	XJ	160297	XJ			
142392	W	160298	W			
142393	J>MR	160299	J>MR			
142394	>LJW	160300|160301	>LJ	W		
142395	H	160302	H			
142396	>JC	160303	>JC			
142397	QVR	160304	QVR			
142398	JQVJRWN	160305|160306	JQVJRW	N		
142399	K	160307	K			
142401	JWM	160309	JWM			
142402	H	160310	H			
142403	XLB	160311	XLB			
142404	W	160312	W			
142405	QX	160313	QX			
142406	LK	160314|160315	L	K		
142407	K	160316	K			
142408	>CR	160317	>CR			
142409	T>WH	160318	T>WH			
142410	NPCK	160319|160320	NPC	K		
142411	W	160321	W			
142412	>MR	160322	>MR			
142413	LW	160323	L>			
142414	KJ	160324	KJ			
142415	<TH	160325	<TH			
142416	TTN	160326	TTN			
142417	W	160327	W			
142418	>M	160328	>M			
142419	L>	160329	L>			
142420	LQXTJ	160330	LQXTJ			
142421	B	160331	B			
142422	XZQH	160332	XZQH			
142423	W	160333	W			
142424	THJ	160334	THJ			
142425	XV>T	160335	XV>T			
142426	H	160336	H			
142427	N<RJM	160337	N<RJM			
142428	GDWLH	160338	GDWLH			
142429	M>D	160339	M>D			
142430	>T	160340	>T			
142431	PNJ	160341	PNJ			
142432	JHWH	160342	JHWH			
142433	KJ	160343	KJ			
142434	N>YW	160344	N>YW			
142435	H	160345	H			
142436	>NCJM	160346	>NCJM			
142437	>T	160347	>T			
142438	MNXT	160348	MNXT			
142439	JHWH	160349	JHWH			
142440	W	160350	W			
142441	CMW>L	160351	CMW>L			
142442	MCRT	160352	MCRT			
142443	>T	160353	>T			
142444	PNJ	160354	PNJ			
142445	JHWH	160355	JHWH			
142446	N<R	160356	N<R			
142447	XGWR	160357	XGWR			
142448	>PWD	160358	>PWD			
142449	BD	160359	BD			
142450	W	160360	W			
142451	M<JL	160361	M<JL			
142452	QVN	160362	QVN			
142453	T<FH	160363	T<FH			
142454	LW	160364|160365	L	W		
142455	>MW	160366|160367	>M	W		
142456	W	160368	W			
142457	H<LTH	160369	H<LTH			
142458	LW	160370|160371	L	W		
142459	M	160372	M			
142460	JMJM	160373	JMJM			
142461	JMJMH	160374|160375	JMJM	H		
142462	B	160376	B			
142463	<LWTH	160377|160378	<LWT	H		
142464	>T	160379	>T			
142465	>JCH	160380|160381	>JC	H		
142466	L	160382	L			
142467	ZBX	160383	ZBX			
142468	>T	160384	>T			
142469	ZBX	160385	ZBX			
142470	H	160386	H			
142471	JMJM	160387	JMJM			
142472	W	160388	W			
142473	BRK	160389	BRK			
142474	<LJ	160390	<LJ			
142475	>T	160391	>T			
142476	>LQNH	160392	>LQNH			
142477	W	160393	W			
142478	>T	160394	>T			
142479	>CTW	160395|160396	>CT	W		
142480	W	160397	W			
142481	>MR	160398	>MR			
142482	JFM	160399	JFM			
142483	JHWH	160400	JHWH			
142484	LK	160401|160402	L	K		
142485	ZR<	160403	ZR<			
142486	MN	160404	MN			
142487	H	160405	H			
142488	>CH	160406	>CH			
142489	H	160407	H			
142490	Z>T	160408	Z>T			
142491	TXT	160409	TXT			
142492	H	160410	H			
142493	C>LH	160411	C>LH			
142494	>CR	160412	>CR			
142495	C>L	160413	C>L			
142496	L	160414	L			
142497	JHWH	160415	JHWH			
142498	W	160416	W			
142499	HLKW	160417	HLKW			
142500	L	160418	L			
142501	MQMW	160419|160420	MQM	W		
142502	KJ	160421	KJ			
142503	PQD	160422	PQD			
142504	JHWH	160423	JHWH			
142505	>T	160424	>T			
142506	XNH	160425	XNH			
142507	W	160426	W			
142508	THR	160427	THR			
142509	W	160428	W			
142510	TLD	160429	TLD			
142511	CLCH	160430	CLCH			
142512	BNJM	160431	BNJM			
142513	W	160432	W			
142514	CTJ	160433	CTJ			
142515	BNWT	160434	BNWT			
142516	W	160435	W			
142517	JGDL	160436	JGDL			
142518	H	160437	H			
142519	N<R	160438	N<R			
142520	CMW>L	160439	CMW>L			
142521	<M	160440	<M			
142522	JHWH	160441	JHWH			
142523	W	160442	W			
142524	<LJ	160443	<LJ			
142525	ZQN	160444	ZQN			
142526	M>D	160445	M>D			
142527	W	160446	W			
142528	CM<	160447	CM<			
142529	>T	160448	>T			
142530	KL	160449	KL			
142531	>CR	160450	>CR			
142532	J<FWN	160451|160452	J<FW	N		
142533	BNJW	160453|160454	BNJ	W		
142534	L	160455	L			
142535	KL	160456	KL			
142536	JFR>L	160457	JFR>L			
142537	W	160458	W			
142538	>T	160459	>T			
142539	>CR	160460	>CR			
142540	JCKBWN	160461|160462	JCKBW	N		
142541	>T	160463	>T			
142542	H	160464	H			
142543	NCJM	160465	NCJM			
142544	H	160466	H			
142545	YB>WT	160467	YB>WT			
142546	PTX	160468	PTX			
142547	>HL	160469	>HL			
142548	MW<D	160470	MW<D			
142549	W	160471	W			
142550	J>MR	160472	J>MR			
142551	LHM	160473|160474	L	HM		
142552	LMH	160475|160476	L	MH		
142553	T<FWN	160477|160478	T<FW	N		
142554	K	160479	K			
142556	DBRJM	160481	DBRJM			
142557	H	160482	H			
142558	>LH	160483	>LH			
142559	>CR	160484	>CR			
142560	>NKJ	160485	>NKJ			
142561	CM<	160486	CM<			
142562	>T	160487	>T			
142563	DBRJKM	160488|160489	DBRJ	KM		
142564	R<JM	160490	R<JM			
142565	M	160491	M			
142566	>T	160492	>T			
142567	KL	160493	KL			
142568	H	160494	H			
142569	<M	160495	<M			
142570	>LH	160496	>LH			
142571	>L	160497	>L			
142572	BNJ	160498|160499	BN	J		
142573	KJ	160500	KJ			
142574	LW>	160501	LW>			
142575	VWBH	160502	VWBH			
142576	H	160503	H			
142577	CM<H	160504	CM<H			
142578	>CR	160505	>CR			
142579	>NKJ	160506	>NKJ			
142580	CM<	160507	CM<			
142581	M<BRJM	160508	M<BRJM			
142582	<M	160509	<M			
142583	JHWH	160510	JHWH			
142584	>M	160511	>M			
142585	JXV>	160512	JXV>			
142586	>JC	160513	>JC			
142587	L	160514	L			
142588	>JC	160515	>JC			
142589	W	160516	W			
142590	PLLW	160517|160518	PLL	W		
142591	>LHJM	160519	>LHJM			
142592	W	160520	W			
142593	>M	160521	>M			
142594	L	160522	L			
142595	JHWH	160523	JHWH			
142596	JXV>	160524	JXV>			
142597	>JC	160525	>JC			
142598	MJ	160526	MJ			
142599	JTPLL	160527	JTPLL			
142600	LW	160528|160529	L	W		
142601	W	160530	W			
142602	L>	160531	L>			
142603	JCM<W	160532	JCM<W			
142604	L	160533	L			
142605	QWL	160534	QWL			
142606	>BJHM	160535|160536	>BJ	HM		
142607	KJ	160537	KJ			
142608	XPY	160538	XPY			
142609	JHWH	160539	JHWH			
142610	L	160540	L			
142611	HMJTM	160541|160542	HMJT	M		
142612	W	160543	W			
142613	H	160544	H			
142614	N<R	160545	N<R			
142615	CMW>L	160546	CMW>L			
142616	HLK	160547	HLK			
142617	W	160548	W			
142618	GDL	160549	GDL			
142619	W	160550	W			
142620	VWB	160551	VWB			
142621	GM	160552	GM			
142622	<M	160553	<M			
142623	JHWH	160554	JHWH			
142624	W	160555	W			
142625	GM	160556	GM			
142626	<M	160557	<M			
142627	>NCJM	160558	>NCJM			
142628	W	160559	W			
142629	JB>	160560	JB>			
142630	>JC	160561	>JC			
142631	>LHJM	160562	>LHJM			
142632	>L	160563	>L			
142633	<LJ	160564	<LJ			
142634	W	160565	W			
142635	J>MR	160566	J>MR			
142636	>LJW	160567|160568	>LJ	W		
142637	KH	160569	KH			
142638	>MR	160570	>MR			
142639	JHWH	160571	JHWH			
142640	H	160572	H			
142641	NGLH	160573	NGLH			
142642	NGLJTJ	160574	NGLJTJ			
142643	>L	160575	>L			
142644	BJT	160576	BJT			
142645	>BJK	160577|160578	>BJ	K		
142646	B	160579	B			
142647	HJWTM	160580|160581	HJWT	M		
142648	B	160582	B			
142649	MYRJM	160583	MYRJM			
142650	L	160584	L			
142651	BJT	160585	BJT			
142652	PR<H	160586	PR<H			
142653	W	160587	W			
142654	BXR	160588	BXR			
142655	>TW	160589|160590	>T	W		
142656	M	160591	M			
142657	KL	160592	KL			
142658	CBVJ	160593	CBVJ			
142659	JFR>L	160594	JFR>L			
142660	LJ	160595|160596	L	J		
142661	L	160597	L			
142662	KHN	160598	KHN			
142663	L	160599	L			
142664	<LWT	160600	<LWT			
142665	<L	160601	<L			
142666	MZBXJ	160602|160603	MZBX	J		
142667	L	160604	L			
142668	HQVJR	160605	HQVJR			
142669	QVRT	160606	QVRT			
142670	L	160607	L			
142671	F>T	160608	F>T			
142672	>PWD	160609	>PWD			
142673	L	160610	L			
142674	PNJ	160611|160612	PN	J		
142675	W	160613	W			
142676	>TNH	160614|160615	>TN	H		
142677	L	160616	L			
142678	BJT	160617	BJT			
142679	>BJK	160618|160619	>BJ	K		
142680	>T	160620	>T			
142681	KL	160621	KL			
142682	>CJ	160622	>CJ			
142683	BNJ	160623	BNJ			
142684	JFR>L	160624	JFR>L			
142685	LMH	160625|160626	L	MH		
142686	TB<VW	160627	TB<VW			
142687	B	160628	B			
142688	ZBXJ	160629|160630	ZBX	J		
142689	W	160631	W			
142690	B	160632	B			
142691	MNXTJ	160633|160634	MNXT	J		
142692	>CR	160635	>CR			
142693	YWJTJ	160636	YWJTJ			
142694	M<WN	160637	M<WN			
142695	W	160638	W			
142696	TKBD	160639	TKBD			
142697	>T	160640	>T			
142698	BNJK	160641|160642	BNJ	K		
142699	MMNJ	160643|160644	MM	NJ		
142700	L	160645	L			
142701	HBRJ>KM	160646|160647	HBRJ>	KM		
142702	M	160648	M			
142703	R>CJT	160649	R>CJT			
142704	KL	160650	KL			
142705	MNXT	160651	MNXT			
142706	JFR>L	160652	JFR>L			
142707	L	160653	L			
142708	<MJ	160654|160655	<M	J		
142709	LKN	160656|160657	L	KN		
142710	N>M	160658	N>M			
142711	JHWH	160659	JHWH			
142712	>LHJ	160660	>LHJ			
142713	JFR>L	160661	JFR>L			
142714	>MWR	160662	>MWR			
142715	>MRTJ	160663	>MRTJ			
142716	BJTK	160664|160665	BJT	K		
142717	W	160666	W			
142718	BJT	160667	BJT			
142719	>BJK	160668|160669	>BJ	K		
142720	JTHLKW	160670	JTHLKW			
142721	L	160671	L			
142722	PNJ	160672|160673	PN	J		
142723	<D	160674	<D			
142724	<WLM	160675	<WLM			
142725	W	160676	W			
142726	<TH	160677	<TH			
142727	N>M	160678	N>M			
142728	JHWH	160679	JHWH			
142729	XLJLH	160680|160681	XLJL	H		
142730	LJ	160682|160683	L	J		
142731	KJ	160684	KJ			
142732	MKBDJ	160685|160686	MKBD	J		
142733	>KBD	160687	>KBD			
142734	W	160688	W			
142735	BZJ	160689|160690	BZ	J		
142736	JQLW	160691	JQLW			
142737	HNH	160692	HNH			
142738	JMJM	160693	JMJM			
142739	B>JM	160694	B>JM			
142740	W	160695	W			
142741	GD<TJ	160696	GD<TJ			
142742	>T	160697	>T			
142743	ZR<K	160698|160699	ZR<	K		
142744	W	160700	W			
142745	>T	160701	>T			
142746	ZR<	160702	ZR<			
142747	BJT	160703	BJT			
142748	>BJK	160704|160705	>BJ	K		
142749	M	160706	M			
142750	HJWT	160707	HJWT			
142751	ZQN	160708	ZQN			
142752	B	160709	B			
142753	BJTK	160710|160711	BJT	K		
142754	W	160712	W			
142755	HBVT	160713	HBVT			
142756	YR	160714	YR			
142757	M<WN	160715	M<WN			
142758	B	160716	B			
142759	KL	160717	KL			
142760	>CR	160718	>CR			
142761	JJVJB	160719	JJVJB			
142762	>T	160720	>T			
142763	JFR>L	160721	JFR>L			
142764	W	160722	W			
142765	L>	160723	L>			
142766	JHJH	160724	JHJH			
142767	ZQN	160725	ZQN			
142768	B	160726	B			
142769	BJTK	160727|160728	BJT	K		
142770	KL	160729	KL			
142771	H	160730	H			
142772	JMJM	160731	JMJM			
142773	W	160732	W			
142774	>JC	160733	>JC			
142775	L>	160734	L>			
142776	>KRJT	160735	>KRJT			
142777	LK	160736|160737	L	K		
142778	M	160738	M			
142779	<M	160739	<M			
142780	MZBXJ	160740|160741	MZBX	J		
142781	L	160742	L			
142782	KLWT	160743	KLWT			
142783	>T	160744	>T			
142784	<JNJK	160745|160746	<JNJ	K		
142785	W	160747	W			
142786	L	160748	L			
142787	>DJB	160749	>DJB			
142788	>T	160750	>T			
142789	NPCK	160751|160752	NPC	K		
142790	W	160753	W			
142791	KL	160754	KL			
142792	MRBJT	160755	MRBJT			
142793	BJTK	160756|160757	BJT	K		
142794	JMWTW	160758	JMWTW			
142795	>NCJM	160759	>NCJM			
142796	W	160760	W			
142797	ZH	160761	ZH			
142798	LK	160762|160763	L	K		
142799	H	160764	H			
142800	>WT	160765	>WT			
142801	>CR	160766	>CR			
142802	JB>	160767	JB>			
142803	>L	160768	>L			
142804	CNJ	160769	CNJ			
142805	BNJK	160770|160771	BNJ	K		
142806	>L	160772	>L			
142807	XPNJ	160773	XPNJ			
142808	W	160774	W			
142809	PJNXS	160775	PJNXS			
142810	B	160776	B			
142811	JWM	160777	JWM			
142812	>XD	160778	>XD			
142813	JMWTW	160779	JMWTW			
142814	CNJHM	160780|160781	CNJ	HM		
